Project Name,Queue Position,"Interconnection Request
Receive Date",Queue Date,Application Status,"Study
Process",Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,"Proposed
On-line Date
(as filed with IR)","Current
On-line Date",Suspension Status,Feasibility Study or Supplemental Review,"System Impact Study or 
Phase I Cluster Study","Facilities Study (FAS) or 
Phase II Cluster Study","Optional Study
(OS)","Interconnection Agreement 
Status",status,"Actual
On-line Date",Project Name - Confidential,Withdrawn Date,Reason for Withdrawal
,1847,2021-04-12 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,710.6,,,700,Full Capacity,,,,SOLANO,CA,PGAE,,Vaca-Dixon 500 kV,2024-06-30 07:00:00,2031-02-02 08:00:00,,,Complete,Complete,,,withdrawn,,JUGLANS ENERGY STORAGE,2025-08-06 07:00:00,IC Request
,1848,2021-04-12 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,26.784,189.3015,,210,Full Capacity,,Off-Peak Deliverability,,SONOMA,CA,PGAE,,Santa Rosa-Corona 115 kV line,2025-10-30 07:00:00,2025-10-30 07:00:00,,,Complete,,,,withdrawn,,MYRTLE,2022-12-14 08:00:00,
,1849,2021-04-09 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,213.8451,,,200,Full Capacity,,Off-Peak Deliverability,,SACRAMENTO,CA,PGAE,,Gold Hill-Eight Mile Road 230 kV,2026-12-31 08:00:00,2026-12-31 08:00:00,,,,,,,withdrawn,,SUNRIDGE STORAGE,2022-12-16 08:00:00,IC Request
,1851,2021-04-09 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,110.84,120.62,,100,Full Capacity,,Off-Peak Deliverability,,SUTTER,CA,PGAE,,Rio Oso Substation 115 kV,2024-11-30 08:00:00,2024-11-30 08:00:00,,,Complete,,,,withdrawn,,BLUE BIRD,2022-12-09 08:00:00,IC Request
,1852,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,225,232.1,,225,Full Capacity,,,,BUTTE,CA,PGAE,,Table Mountain 115 kV,2024-12-31 08:00:00,2030-12-03 08:00:00,,,Complete,Complete,,,withdrawn,,BULL RUN,2024-07-24 07:00:00,IC Request
,1853,2021-04-12 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,205.1,,,200,Full Capacity,,,,BUTTE,CA,PGAE,,Table Mountain 115 kV,2024-12-31 08:00:00,2030-12-03 08:00:00,,,Complete,Complete,,,withdrawn,,BULL RUN 2 ES,2024-07-24 07:00:00,IC Request
,1855,2021-04-14 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,90.304,165.3,,250,Full Capacity,,Off-Peak Deliverability,,YUBA,CA,PGAE,,Table Mtn-Rio Oso 230 kV,2025-03-01 08:00:00,2025-03-01 08:00:00,,,Complete,,,,withdrawn,,TRES RIOS ENERGY CENTER,2022-12-16 08:00:00,
,1857,2021-04-15 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,213.55,,,200,Full Capacity,,,,SONOMA,CA,PGAE,,Fulton 115 kV,2023-06-01 07:00:00,2029-10-04 07:00:00,,,Complete,Complete,,,withdrawn,,BLITZ ENERGY STORAGE,2024-12-05 08:00:00,IC Request
,1858,2021-04-15 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,,,Solar,,,142.85,,,140,Full Capacity,,Off-Peak Deliverability,,TEHAMA,CA,PGAE,,Cottonwood-Delevan #1 and #2 230 kV,2024-08-31 07:00:00,2031-07-19 07:00:00,,,Complete,Complete,,,withdrawn,,GRINDSTONE CREEK SOLAR,2025-08-28 07:00:00,IC Request
,1860,2021-04-16 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,93.5,19.992,,75,Full Capacity,,Off-Peak Deliverability,,SHASTA,CA,PGAE,,Pit 1-Cottonwood 230 kV Line,2024-12-31 08:00:00,2034-02-01 08:00:00,,,Complete,,,,withdrawn,,MEADOW RIDGE SOLAR AND BATTERY,2024-05-03 07:00:00,
,1861,2021-04-14 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,306.55,306.55,,300,Full Capacity,,Off-Peak Deliverability,,PLACER,CA,PGAE,,Rio Oso-Atlantic 230 kV/Rio Oso-Gold Hill 230 kV,2024-09-01 07:00:00,2024-09-01 07:00:00,,,Complete,,,,withdrawn,,OSITO ENERGY,2022-11-29 08:00:00,IC Request
,1863,2021-04-15 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,251.9,,,250,Full Capacity,,Off-Peak Deliverability,,TEHAMA,CA,PGAE,,Cottonwood-Delevan #1 and #2 230 kV,2024-08-31 07:00:00,2031-07-19 07:00:00,,,Complete,Complete,,,withdrawn,,STONY CREEK STORAGE,2025-08-28 07:00:00,IC Request
,1867,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,462.57,,,450,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,Schulte 115 kV,2024-11-01 07:00:00,2031-08-18 07:00:00,,,Complete,Complete,,,withdrawn,,VELAS,2025-08-01 07:00:00,IC Request
,1868,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,153.1,152.8,,150,Full Capacity,,Off-Peak Deliverability,,TBD,CA,PGAE,,Coburn Substation 230 kV,2024-11-01 07:00:00,2024-11-01 07:00:00,,,Complete,,,,withdrawn,,COPERNICUS,2022-11-08 08:00:00,IC Request
,1869,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,101.622637,,,100,Full Capacity,,,,ALAMEDA,CA,PGAE,,Grant - Eastshore #2 line 115 kV,2024-06-30 07:00:00,2024-06-30 07:00:00,,,,,,,withdrawn,,FIFE,2022-11-11 08:00:00,IC Request
,1870,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,150,153.5,,150,Full Capacity,,Off-Peak Deliverability,,ALAMEDA COUNTY,CA,PGAE,,Grant - Eastshore #2 115 kV line,2024-06-30 07:00:00,2024-06-30 07:00:00,,,,,,,withdrawn,,BALSAM,2022-11-11 08:00:00,IC Request
,1873,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,95.8,,,95,Full Capacity,,,,SANTA CLARA,CA,PGAE,,Evergreen 115 kV,2024-08-01 07:00:00,2034-03-19 07:00:00,,,Complete,Complete,,,withdrawn,,BEOWULF ENERGY STORAGE,2024-07-02 07:00:00,IC Request
,1874,2021-04-07 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,504,,,500,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Pittsburg 230 kV,2024-08-01 07:00:00,2032-07-19 07:00:00,,,Complete,Complete,,,withdrawn,,COMMANDER ENERGY STORAGE,2025-08-04 07:00:00,IC Request
,1877,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,252,,,250,Full Capacity,,,,ALAMEDA,CA,PGAE,,Grant-Eastshore #1 115 kV Line,2024-08-01 07:00:00,2034-01-18 08:00:00,,,Complete,Complete,,,withdrawn,,JAGUAR ENERGY STORAGE,2025-08-04 07:00:00,IC Request
,1878,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,201.6,,,200,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Pittsburg-Kirker-Columbia Steel 115kV Line,2024-08-01 07:00:00,2024-08-01 07:00:00,,,Complete,,,,withdrawn,,LANYARD ENERGY STORAGE,2023-01-06 08:00:00,IC Request
,1879,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,504,,,500,Full Capacity,,,,ALAMEDA,CA,PGAE,,Tassajara - Newark 230 kV,2024-08-01 07:00:00,2024-08-01 07:00:00,,,Complete,,,,withdrawn,,MOONSTONE ENERGY STORAGE,2023-01-06 08:00:00,IC Request
,1882,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,226.8,,,225,Full Capacity,,,,ALAMEDA,CA,PGAE,,Dumbarton-Newark 115 kV line,2024-08-01 07:00:00,2024-08-01 07:00:00,,,Complete,,,,withdrawn,,LACUNA ENERGY STORAGE,2022-12-02 08:00:00,IC Request
,1883,2021-04-08 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,615.6,,,600,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,Tesla-Tracy #1 230 kV line,2025-10-30 07:00:00,2025-10-30 07:00:00,,,Complete,,,,withdrawn,,BLUE OAK STORAGE,2023-01-06 08:00:00,
,1884,2021-04-08 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,105.7884,,,100,Full Capacity,,,,SANTA CLARA,CA,PGAE,,Llagas Substation 115 kV,2025-10-01 07:00:00,2025-10-01 07:00:00,,,,,,,withdrawn,,ZIETZ STORAGE,2022-12-09 08:00:00,IC Request
,1885,2021-04-07 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,159.2303,,,150,Full Capacity,,Off-Peak Deliverability,,ALAMEDA,CA,PGAE,,Newark Substation 230 kV,2025-10-01 07:00:00,2025-10-01 07:00:00,,,,,,,withdrawn,,LENNY STORAGE,2021-09-28 07:00:00,
,1886,2021-04-08 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,407.42,408.4,,400,Full Capacity,,Off-Peak Deliverability,,STANISLAUS,CA,PGAE,,Bellota-Warnerville and Bellota Cottle Lines 230 kV,2025-06-01 07:00:00,2025-06-01 07:00:00,,,Complete,,,,withdrawn,,HADSELVILLE,2022-12-18 08:00:00,IC Request
,1888,2021-04-07 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,509.8,,,500,Full Capacity,,,,SAN CLARA,CA,PGAE,,Los Esteros Substation 230 kV,2025-06-01 07:00:00,2025-06-01 07:00:00,,,Complete,,,,withdrawn,,DOLORES,2022-12-18 08:00:00,IC Request
,1890,2021-04-07 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,50.8,101.72,,100,Full Capacity,,Off-Peak Deliverability,,CONTRA COSTA,CA,PGAE,,Herdlyn-Balfour 60kV line,2024-12-15 08:00:00,2024-12-15 08:00:00,,,,,,,withdrawn,,HALIFAX,2022-11-04 07:00:00,
,1891,2021-04-08 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,165.048,,,160,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Fibreboard tap 115 kV,2025-10-30 07:00:00,2025-10-30 07:00:00,,,Complete,,,,withdrawn,,HARMONY STORAGE 1,2022-12-14 08:00:00,
,1893,2021-04-08 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,105.8348,,,100,Full Capacity,,,,SANTA CLARA,CA,PGAE,,Piercy Substation 115 kV,2025-10-01 07:00:00,2025-10-01 07:00:00,,,Complete,,,,withdrawn,,HEMMINGS STORAGE,2022-12-09 08:00:00,IC Request
,1894,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,505.2,,,500,Full Capacity,,,,SANTA CLARA,CA,PGAE,,Monta Vista 230 kV,2024-08-01 07:00:00,2034-03-19 07:00:00,,,Complete,Complete,,,withdrawn,,ADA ENERGY STORAGE,2024-07-02 07:00:00,IC Request
,1897,2021-04-08 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,112.4,,,110,Full Capacity,,,,STANISLAUS,CA,PGAE,,Crows Landing Substation 60 kV,2024-12-15 08:00:00,2024-12-15 08:00:00,,,,,,,withdrawn,,SODIS STORAGE,2022-11-18 08:00:00,IC Request
,1898,2021-04-02 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Gas Turbine,Storage,,Natural Gas,Battery,,9.4,27,,34.1,Full Capacity,,Off-Peak Deliverability,,CONTRA COSTA,CA,PGAE,,Kelso 230 kV,2027-03-31 07:00:00,2027-03-31 07:00:00,,,Complete,,,,withdrawn,,NIGHTSHADE,2024-04-09 07:00:00,
,1899,2021-04-08 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,224.986,,,220,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Pittsburg Substation 230 kV,2024-11-01 07:00:00,2024-11-01 07:00:00,,,Complete,,,,withdrawn,,STONEMAN,2022-12-12 08:00:00,IC Request
,1901,2021-04-09 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,213.55,,,200,Full Capacity,,,,PLACER,CA,PGAE,,Atlantic Substation 230 kV,2024-06-01 07:00:00,2024-06-01 07:00:00,,,Complete,,,,withdrawn,,TIMBER ENERGY STORAGE,2022-12-17 08:00:00,IC Request
,1902,2021-04-08 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,213.1488,,,200,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Contra Costa Substation 230 kV,2025-10-01 07:00:00,2025-10-01 07:00:00,,,Complete,,,,withdrawn,,TOLEDO STORAGE,2022-12-09 08:00:00,IC Request
,1905,2021-04-13 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,55.5,,,41.1,Full Capacity,,,,SAN MATEO,CA,PGAE,,Millbrae 60 kV ,2025-07-01 07:00:00,2031-10-18 07:00:00,,,Complete,Complete,,,withdrawn,,ADRIAN STORAGE,2024-07-02 07:00:00,IC Request
,1906,2021-04-15 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,256.29,,,250,Full Capacity,,,,SANTA CLARA,CA,PGAE,,Los Esteros 230 kV,2025-06-01 07:00:00,2032-12-18 08:00:00,,,Complete,Complete,,,withdrawn,,ALVISO ENERGY STORAGE,2024-06-28 07:00:00,IC Request
,1907,2021-04-07 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,21.8295,,,0,Full Capacity,,,,STANISLAUS,CA,PGAE,,Crow Creek Switching Station 60 kV,2024-05-01 07:00:00,2024-05-01 07:00:00,,,,,,,withdrawn,,CROW CREEK BATTERY 1,2022-12-02 08:00:00,IC Request
,1908,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,151.2,,,150,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Sobrante - Standard Oil Switching Stn #1 115  kV Line,2024-08-01 07:00:00,2024-08-01 07:00:00,,,Complete,,,,withdrawn,,RUBY ENERGY STORAGE,2023-01-12 08:00:00,IC Request
,1909,2021-04-10 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,151.2,,,150,Full Capacity,,,,ALAMEDA,CA,PGAE,,Oakland J - Grant 115 kV line,2024-10-31 07:00:00,2024-10-31 07:00:00,,,Complete,,,,withdrawn,,STOMPER STORAGE,2022-12-09 08:00:00,
,1910,2021-04-13 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,40.36,,,40,Full Capacity,,,,SAN MATEO,CA,PGAE,,Dixon Landing - McKee 115 kV line,2025-07-01 07:00:00,2025-07-01 07:00:00,,,Complete,,,,withdrawn,,STARBURST STORAGE,2022-12-01 08:00:00,
,1913,2021-04-13 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,62.6,,,46.5,Full Capacity,,,,ALAMEDA,CA,PGAE,,Dumbarton-Newark 115 kV Line,2025-07-01 07:00:00,2034-02-18 08:00:00,,,Complete,Complete,,,withdrawn,,OVERLAKE STORAGE,2024-07-02 07:00:00,IC Request
,1916,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,257.35,250,,250,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,Bellota 115 kV,2024-12-31 08:00:00,2031-03-03 08:00:00,,,Complete,Complete,,,withdrawn,,STIRLING BRIDGE,2024-03-27 07:00:00,IC Request
,1917,2021-04-12 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,102.6,,,100,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,Bellota 115 kV,2024-12-31 08:00:00,2031-03-03 08:00:00,,,Complete,Complete,,,withdrawn,,STIRLING BRIDGE 2 ES,2024-03-27 07:00:00,IC Request
,1923,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,152.2,,,150,Full Capacity,,,,SANTA CLARA,CA,PGAE,,FMC Substation 115 kV,2024-12-15 08:00:00,2024-12-15 08:00:00,,,Complete,,,,withdrawn,,EMPEROR STORAGE,2023-01-04 08:00:00,IC Request
,1924,2021-04-14 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,305,,,300,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Moraga 230 kV,2023-12-15 08:00:00,2026-03-31 07:00:00,,,Complete,,,,withdrawn,,EPPS STORAGE,2024-03-25 07:00:00,IC Request
,1925,2021-04-14 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,407.85,407.85,,400,Full Capacity,,Off-Peak Deliverability,,SAN JOAQUIN,CA,PGAE,,Bellota-Warnerville 230 kV ,2024-09-01 07:00:00,2024-09-01 07:00:00,,,Complete,,,,withdrawn,,ESTANISLAU SOLAR STORAGE,2022-11-29 08:00:00,IC Request
,1926,2021-04-14 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,204.07,,,200,Full Capacity,,,,SANTA CRUZ,CA,PGAE,,Green Valley Substation 115 kV,2024-09-01 07:00:00,2024-09-01 07:00:00,,,Complete,,,,withdrawn,,VALLEY GREEN,2023-01-10 08:00:00,IC Request
,1927,2021-04-15 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Other,,,108.7,,,101.5,Full Capacity,,,,SAN BENITO,CA,PGAE,,San Benito - Hollister 115kV line,2025-12-15 08:00:00,2025-12-15 08:00:00,,,Complete,,,,withdrawn,,BOA VISTA STORAGE,2022-11-18 08:00:00,
,1929,2021-04-10 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,151.3,,,150,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,,Lammers 115 kV,2024-10-31 07:00:00,2032-08-19 07:00:00,,,Complete,Complete,,,withdrawn,,CAZADORES STORAGE,2025-08-04 07:00:00,IC Request
,1931,2021-03-24 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,178.192,,,175,Full Capacity,,,,FRESNO,CA,PGAE,,West Fresno Substation 115 kV,2025-06-01 07:00:00,2025-06-01 07:00:00,,,,,,,withdrawn,,BULLDOG STORAGE,2022-12-19 08:00:00,
,1936,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,439.084,439.084,,425,Full Capacity,,Off-Peak Deliverability,,TBD,CA,PGAE,,Helm Substation 230 kV,2024-11-01 07:00:00,2024-11-01 07:00:00,,,Complete,,,,withdrawn,,THREE ROCKS,2022-11-15 08:00:00,IC Request
,1937,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,154.362,154.362,,150,Full Capacity,,Off-Peak Deliverability,,MERCED,CA,PGAE,,Le Grand Substation 115 kV,2024-11-01 07:00:00,2024-11-01 07:00:00,,,Complete,,,,withdrawn,,MARNIER,2022-12-12 08:00:00,IC Request
,1938,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,178.881,,,175,Full Capacity,,Off-Peak Deliverability,,TBD,CA,PGAE,,El Capitan Substation 115 kV,2024-11-01 07:00:00,2024-11-01 07:00:00,,,,,,,withdrawn,,BOBCAT,2021-08-17 07:00:00,IC Request
,1939,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,772.245,,,750,Full Capacity,,,,TBD,CA,PGAE,,McCall Substation 230 kV,2024-11-01 07:00:00,2024-11-01 07:00:00,,,Complete,,,,withdrawn,,MUSCAT,2022-11-15 08:00:00,IC Request
,1940,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,150,,,150,Energy Only,,Off-Peak Deliverability,,FRESNO,CA,PGAE,,Mendota 115 kV,2024-11-01 07:00:00,2030-07-18 07:00:00,,,Complete,Complete,,Executed,withdrawn,,WHITE RABBIT,2025-04-09 07:00:00,IC Request
,1941,2021-04-03 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,204.8,204.8,,200,Full Capacity,,Off-Peak Deliverability,,KINGS,CA,PGAE,,Helm Substation 230 kV,2026-06-01 07:00:00,2026-06-01 07:00:00,,,Complete,,,,withdrawn,,DAHLIA SOLAR,2022-11-23 08:00:00,
,1942,2021-04-01 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,105.735,105.735,,100,Full Capacity,,Off-Peak Deliverability,,MERCED COUNTY,CA,PGAE,,Los Banos-Livingston-Canal 70 kV Line,2024-06-30 07:00:00,2024-06-30 07:00:00,,,,,,,withdrawn,,NORTHLINE,2022-11-15 08:00:00,IC Request
,1944,2021-04-02 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,561.5,561.5,,550,Full Capacity,,Off-Peak Deliverability,,MERCED,CA,PGAE,,Los Banos Substation 500 kV,2027-06-01 07:00:00,2027-06-01 07:00:00,,,Complete,,,,withdrawn,,WINGTIP SOLAR 2,2023-01-30 08:00:00,
,1945,2021-04-05 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,255.5,255.5,,250,Full Capacity,,Off-Peak Deliverability,,FRESNO COUNTY,CA,PGAE,,Panoche - Tranquility #1 230 kV line ,2024-06-30 07:00:00,2024-06-30 07:00:00,,,,,,,withdrawn,,MENILLES,2022-11-15 08:00:00,IC Request
,1946,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,101.1,,,100,Full Capacity,,,,MERCED,CA,PGAE,,Le Grand Substation 115 kV,2025-01-01 08:00:00,2025-01-01 08:00:00,,,Complete,,,,withdrawn,,ELBRUS ENERGY STORAGE,2022-12-30 08:00:00,IC Request
,1947,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,100.93,,,100,Full Capacity,,,,FRESNO,CA,PGAE,,Huron Substation 70 kV,2025-01-01 08:00:00,2025-01-01 08:00:00,,,Complete,,,,withdrawn,,HEKLA ENERGY STORAGE,2022-12-13 08:00:00,IC Request
,1948,2021-04-05 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,151.42,,,150,Full Capacity,,,,MERCED,CA,PGAE,,El Nido Substation 115 kV,2025-01-01 08:00:00,2025-01-01 08:00:00,,,Complete,,,,withdrawn,,TRIVOR ENERGY STORAGE,2022-12-13 08:00:00,IC Request
,1950,2021-04-07 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,20.4,,,0,Full Capacity,,,,KINGS,CA,PGAE,,Kent Sw Sta-Tulare Lake 70 kV,2024-05-01 07:00:00,2024-05-01 07:00:00,,,Complete,,,,withdrawn,,EE K BATTERY 1,2022-12-02 08:00:00,IC Request
,1951,2021-04-07 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,62.37,,,0,Full Capacity,,,,FRESNO,CA,PGAE,,Excelsior Switching Station 115 kV,2024-05-01 07:00:00,2024-05-01 07:00:00,,,Complete,,,,withdrawn,,EXCELSIOR BATTERY 1,2022-12-02 08:00:00,IC Request
,1957,2021-04-12 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,116.233,115.745,,114.9992,Full Capacity,,Off-Peak Deliverability,,FRESNO,CA,PGAE,,Panoche Substation 230 kV,2024-06-16 07:00:00,2024-06-16 07:00:00,,,Complete,,,,withdrawn,,SOLITUDE HYBRID,2022-11-23 08:00:00,
,1960,2021-04-09 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,100,,,100,Full Capacity,,,,MERCED,CA,PGAE,,Los Banos 230 kV,2025-05-07 07:00:00,2028-04-01 07:00:00,,,Complete,Complete,,,withdrawn,,LAS CAMAS 4,2025-09-04 07:00:00,IC Request
,1961,2021-04-03 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,360.198,,,350,Full Capacity,,,,TBD,CA,PGAE,,Gregg Substation 230 kV,2024-11-01 07:00:00,2024-11-01 07:00:00,,,,,,,withdrawn,,OLIVOS,2022-11-15 08:00:00,IC Request
,1964,2021-04-13 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,70.879997,,,70,Full Capacity,,,,KINGS,CA,PGAE,,Guernsey - Henrietta 70kV line,2024-11-30 08:00:00,2024-11-30 08:00:00,,,Complete,,,,withdrawn,,ALBACORE ESS,2022-11-23 08:00:00,
,1965,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,61.8,60,,60,Full Capacity,,,,KINGS,CA,PGAE,,Guernsey Substation 70 kV,2024-12-31 08:00:00,2024-12-31 08:00:00,,,Complete,,,,withdrawn,,NORMANDY,2022-12-28 08:00:00,IC Request
,1967,2021-04-15 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,Photovoltaic,,Battery,Solar,,192.73,192.73,,189.91,Full Capacity,,Off-Peak Deliverability,,FRESNO,CA,PGAE,,Gates Substation 230 kV,2024-07-31 07:00:00,2024-07-31 07:00:00,,,Complete,,,,withdrawn,,NORTE VISTA,2022-12-28 08:00:00,IC Request
,1969,2021-04-06 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Photovoltaic,Storage,,Solar,Battery,,87.5,87.5,,85,Full Capacity,,,,KINGS,CA,PGAE,,Corcoran 70 kV,2024-12-31 08:00:00,2029-12-03 08:00:00,,,Complete,Complete,,,withdrawn,,YORKTOWN,2024-07-24 07:00:00,IC Request
,1971,2021-04-13 00:00:00,2021-04-15 07:00:00,WITHDRAWN,C14,Storage,,,Battery,,,204.07,,,200,Full Capacity,,,,FRESNO,CA,PGAE,,Kearney Substation 230 kV,2024-09-01 07:00:00,2024-09-01 07:00:00,,,Complete,,,,withdrawn,,STORYBOOK,2023-01-18 08:00:00,IC Request
